id,question
1580,"Tích của 5 và số lớn nhất có một chữ số là?
A. 14
B. 35
C. 40
D. 45"
1585,"Tiết học Toán bắt đầu lúc 9 giờ 5 phút. Thầy giáo dành 15 phút để kiểm tra bài cũ và 30 phút để dạy bài mới. Vậy tiết học Toán kết thúc lúc?
A. 9 giờ 20 phút
B. 10 giờ kém 10 phút
C. 9 giờ 35 phút
D. 10 giờ kèm 15 phút"
159,"5 tạ 36 kg = …. kg. Số cần điền vào chỗ chấm là?
A. 536
B. 5036
C. 5036
D. 5063"
1599,"Tìm số gần đúng của a = 2851275 với độ chính xác d = 300?
A. 2851000
B. 2851575
C. 2850025
D. 2851200"
16,"Hương và Hồng hẹn nhau lúc 10 giờ 40 phút sáng. Hương đến chỗ hẹn lúc 10 giờ 20 phút còn Hồng lại đến muộn mất 15 phút. Hỏi Hương phải đợi Hồng trong bao nhiêu lâu?
A. 20 phút
B. 35 phút
C. 55 phút
D. 1 giờ 20 phút"
160,"50 : 5 ? : 2 2 ${\times}$ 4?
A. 20
B. 18
C. 16
D. 14"
1600,"Tìm số gần đúng của a = 5,2463 với độ chính xác d = 0,001.
A. 5,25
B. 5,24
C. 5,246
D. 5,2"
1602,"Tìm số x sao cho 4,9 ${\times}$ x = 6,2 ${\times}$ 9,8?
A. 12,4
B. 9,8
C. 6,2
D. 12,2"
161,"50 là tích của hai số nào?
A. 7 và 2
B. 2 và 10
C. 10 và 5
D. 5 và 9"
162,"50% của 149kg là?
A. 74,4kg
B. 75,4kg
C. 75,5kg
D. 74,5kg"
163,"54 ha 45m2 = ……… ha. Số thích hợp cần điền vào chỗ chấm là?
A. 54,45
B. 54,045
C. 54,0045
D. 54,0450"
1634,"Tổng của $92+6+\frac{5}{100}$ là?
A. 92,65
B. 98,5
C. 98,05
D. 926,05"
1637,"Tổng của 34 và 11 là?
A. 23
B. 54
C. 45
D. 44"
1638,"Tổng của 34,8; 9,5 và 26,7 là?
A. 80
B. 71
C. 156,5
D. 146,5"
1639,"Tổng của 4,8 và 3,27 là?
A. 8,007
B. 8,7
C. 8,07
D. 5,127"
164,"58 có số liền trước là?
A. 59
B. 61
C. 57
D. 60"
1641,"Tổng của 7 và 6 là số liền sau của?
A. 11
B. 12
C. 13
D. 14"
1644,"Tổng của 9316 và 254,8 là?
A. 957,08
B. 9570,8
C. 95,708
D. 95708"
1646,"Tổng của số lớn nhất có một chữ số và số liền trước của nó là?
A. 17
B. 16
C. 18
D. 19"
165,"5kg 23g = ……….kg?
A. 5,023kg
B. 5,23kg
C. 5230kg
D. 5023kg"
1650,"Trên bản đồ có ghi tỉ lệ 1 : 1 000, có chiều dài một bồn hoa hình bình hành đo được 12 cm. Chiều dài bồn hoa hình bình hành đó trên thực tế dài số xăng ti mét là?
A. 12
B. 120
C. 1 200
D. 12 000"
1656,"Trên xe buýt có 15 người. Đến điểm dừng có 4 người lên xe. Số người trên xe buýt lúc này là?
A. 8 người
B. 11 người
C. 12 người
D. 19 người"
1657,"Trời bắt đầu lạnh nên bố dẫn An đi mua đệm mới. Cô bán hàng nói các đệm ở cửa hàng đều dài 20 dm và hỏi An muốn mua chiếc đệm rộng bao nhiêu. An chỉ nhớ chu vi của chiếc giường là 68 dm. Để vừa với chiếc giường, An nên mua chiếc đệm có chiều rộng là?
A. 48 dm
B. 12 dm
C. 20 dm
D. 14 dm"
166,"5kg bằng một phần mấy của 20kg?
A. 1/4
B. 1/5
C. 1/6
D. 1/7"
1664,"Trong các phân số $\frac{12}{13}$ ; $\frac{14}{15}$ ; $\frac{17}{16}$ ; $\frac{19}{20}$ phân số có thể đổi thành hỗn số là?
A. $\frac{12}{13}$
B. $\frac{14}{15}$
C. $\frac{17}{16}$
D. $\frac{19}{20}$"
167,"5kg được gấp lên 5 lần có giá trị là?
A. 35
B. 35kg
C. 25
D. 25kg"
1670,"Trong các phân số sau phân số nào lớn hơn 1?
A. $\frac{4}{7}$
B. $\frac{8}{5}$
C. $\frac{5}{5}$
D. $\frac{3}{4}$"
1671,"Trong các phân số: $\frac{5}{6}$ ; $\frac{7}{3}$ ; $\frac{9}{9}$ ; $\frac{8}{7}$ ; $\frac{5}{9}$ ; $\frac{13}{13}$ , phân số lớn hơn 1 là?
A. $\frac{5}{6}$ ; $\frac{5}{9}$
B. $\frac{7}{3}$ ; $\frac{8}{7}$
C. $\frac{9}{9}$ ; $\frac{13}{13}$
D. Tất cả các phân số đã cho"
1672,"Trong các phép chia dưới đây, phép chia có số dư lớn nhất là?
A. 26 : 7
B. 34 : 6
C. 80 : 9
D. 70 : 8"
1673,"Trong các phép chia với số chia là 6, số dư lớn nhất của các phép chia đó là?
A. 3
B. 4
C. 5
D. 6"
1674,"Trong các phép so sánh sau, phép so sánh đúng là?
A. 9m2 12cm2 = 9,12m2
B. 1,1 giờ = 1 giờ 6 phút
C. 81 tạ 8,1 tấn
D. 0,96m = 96dm"
1679,"Trong các phép tính sau, phép tính có kết quả lớn nhất là?
A. 9 528 + 5 132
B. 20 742 – 8 560
C. 4 509 ${\times}$ 3
D. 84 630 : 7"
168,"6 dm2 7 cm2 = …………… cm2. Số cần điền vào chỗ chấm là?
A. 607
B. 67
C. 670
D. 6 007"
1680,"Trong các phép tính sau, phép tính có kết quả lớn nhất là?
A. 1 215 × 5
B. 8 084 : 2
C. 7 527 : 3
D. 800 × 4"
1682,"Trong các phép tính sau, phép tính có kết quả nhỏ nhất là?
A. 90 155 : 5
B. 13 456 + 9 528
C. 5218 ${\times}$ 3
D. 20 590 – 1 565"
1683,"Trong các phép tính sau, phép tính có kết quả nhỏ nhất là?
A.9 000 + 7 500
B. 20 000 – 3 000
C. 4 500 ${\times}$ 3
D. 93 000 : 3"
1685,"Trong các phép tính sau, phép tính có kết quả nhỏ nhất là?
A. 4 300 + 600
B. 6 500 – 2 800
C. 7 000 – 2 000
D. 1 300 + 2 700"
1688,"Trong các phép tính sau, phép tính nào có kết quả lớn nhất?
A. 15 852 – 9 360
B. 16 074 : 2
C. 6 858 + 523
D. 3 728 ${\times}$ 2"
169,"6 gồm?
A. 3 và 3
B. 2 và 6
C. 4 và 1
D. 5 và 2"
1691,"Trong các số 214, 178, 187, 241. Số bé nhất là?
A. 214
B. 178
C. 187
D. 241"
1693,"Trong các số 30 768; 43 526; 15 916; 43 000, số nhỏ nhất là?
A. 30 768
B. 43 526
C. 15 916
D. 43 000"
1696,"Trong các số 512,37; 439,25; 735,49; 627,54 có chữ số 5 ở hàng phần trăm là?
A. 512,37
B. 439,25
C. 735,49
D. 627,54"
17,"Khoảng thời gian từ 7 giờ 30 phút đến 9 giờ là?
A. 1 giờ 30 phút
B. 2 giờ 30 phút
C. 30 phút
D. 15 giờ 30 phút"
170,"6 là kết quả của phép tính nào dưới đây?
A. 12 : 3
B. 12 : 6
C. 42 : 7
D. 40 : 8"
1704,"Trong các số đo độ dài sau đây, số đo bằng 41,5 m là?
A. 41,5 dm
B. 4105 m
C. 41,500 m
D. 41,05 m"
1705,"Trong các số đo dưới đây, số đo bằng 12,025 km là?
A. 12250 m
B. 12025 m
C. 12 km 250m
D. 1225m"
1707,"Trong các số sau, chữ số 7 trong số nào có giá trị là $\frac{7}{100}$?
A. 398,7
B. 398,07
C. 793,8
D. 973,08"
171,"6 là thương của hai số nào?
A. 25 và 5
B. 20 và 2
C. 30 và 5
D. 18 và 2"
1714,"Trong các số thập phân 30,516; 30,561; 30,651; 30,615. Số thập phân lớn nhất là?
A. 30,516
B. 30,561
C. 30,651
D. 30,615"
172,"6 năm 8 tháng + 7 năm 6 tháng = ?
A. 14 năm 2 tháng
B. 15 năm 2 tháng
C. 16 năm 2 tháng
D. 13 năm 2 tháng"
1721,"Trong các số: 342, 529, 299, 701 số nhỏ nhất là?
A. 342
B. 529
C. 299
D. 701"
173,"6,13m3 = …lít?
A. 613
B. 6130
C. 6,13
D. 61,3"
1730,"Trong các số: 62 523: 72 236, 51 425, 62 652, số lớn nhất là?
A. 62 523
B. 72 736
C. 51 425
D. 62 652"
1732,"Trong các số: 653, 271, 290, 451; số nhỏ nhất là?
A. 653
B. 271
C. 290
D. 451"
1734,"Trong các số: 825, 627, 958, 609; số lớn nhất là?
A. 825
B. 627
C. 958
D. 609"
1737,"Trong chuồng có cả lợn và gà. An đếm được có 10 cái chân. Số gà nhiều hơn số lợn. Số lợn trong chuồng là?
A. 1 con
B. 2 con
C. 3 con
D. 4 con"
174,"675 chia cho 6 bằng?
A. 112
B. 110 dư 5
C. 112 dư 3
D. 111 dư 4"
1742,"Trong hộp có 1 quả bóng xanh, 1 quả bóng đỏ, 1 quả bóng vàng. Khi lấy một quả bóng từ trong chiếc hộp thì có mấy khả năng xảy ra?
A. 0
B. 1
C. 2
D. 3"
1743,"Trong hộp có 15 cây bút đỏ và 33 cây bút xanh. Tỉ số của số bút xanh và số bút trong hộp là?
A. $\frac{15}{33}$
B. $\frac{33}{15}$
C. $\frac{33}{48}$
D. $\frac{15}{48}$"
1744,"Trong kì nghỉ lễ vừa qua, tỉnh Bến Tre đón khoảng 74 000 lượt khách, tỉnh Lào Cai đón khoảng 98 000 lượt khách, tỉnh Kiên Giang đón khoảng 45 000 lượt khách và tỉnh Vĩnh Phúc đón khoảng 80 000 lượt khách. Vậy tỉnh có lượt khách tham quan nhiều nhất là?
A. Bến Tre
B. Lào Cai
C. Kiên Giang
D. Vĩnh Phúc"
1745,"Trong mỗi bữa cơm, nhà Mai có 6 người lớn ăn cơm bằng đũa Để đủ cho mỗi người lớn có một đôi đũa, số chiếc đũa Mai cần lấy là?
A. 12 chiếc
B. 8 chiếc
C. 10 chiếc
D. 14 chiếc"
1747,"Trong một năm có bao nhiêu tháng có 31 ngày?
A. 4 tháng
B. 5 tháng
C. 7 tháng
D. 8 tháng"
1748,"Trong một tuần, nếu hôm nay là thứ ba ngày 20 thì chủ nhật là?
A. ngày 25
B. ngày 21
C. ngày 23
D. ngày 24"
175,"7 ${\times}$ 5 ? ? ? 5 ${\times}$ 10?
A. 5 ${\times}$ 6
B. 2 ${\times}$ 9
C. 5 ${\times}$ 9
D. 7 ${\times}$ 2"
1754,"Trong phép tính: 24 – 14 = 10, số trừ là?
A. 24
B. 24 – 14
C. 14
D. 10"
1755,"Trong phép tính: 36 + 12 = 48 , 36 + 12 được gọi là?
A. Số hạng
B. Hiệu
C. Số bị trừ
D. Tổng"
1756,"Trong phép tính: 63 – 32 = 31, 63 – 32 được gọi là?
A. Số trừ
B. Hiệu
C. Số bị trừ
D. Tổng"
1757,"Trong số 28 653, chữ số 6 có giá trị là?
A. 60 000
B. 6 000
C. 600
D. 60"
176,"7 dm2 8cm2 = …….. cm2. Số thích hợp điền vào chỗ chấm là?
A. 7,08
B. 0,87
C. 70,8
D. 708"
1760,"Trong số 642, giá trị của chữ số 4 gấp giá trị của chữ số 2 là?
A. 2 lần
B. 20 lần
C. 200 lần
D. 300 lần"
1761,"Trong số 67 213, giá trị của chữ số 6 gấp giá trị của chữ số 3 là?
A. 2 lần
B. 200 lần
C. 2 000 lần
D. 20 000 lần"
1762,"Trong số 76 235, giá trị của chữ số 7 hơn giá trị của chữ số 6 số đơn vị là?
A. l đơn vị
B. 1 000 đơn vị
C. 64 000 đơn vị
D. 10 000 đơn vị"
1763,"Trong số 84 591, chữ số 8 có giá trị là?
A. 80 000
B. 8 000
C. 800
D. 80"
1764,"Trong số 912 345, chữ số 1 có giá trị là?
A. 1
B. 1 000
C. 12 345
D. 10 000"
1765,"Trong số thập phân 32,469 chữ số 6 thuộc hàng?
A. Hàng nghìn
B. Hàng phần nghìn
C. Hàng phần mười
D. Hàng phần trăm"
1766,"Trong số thập phân 89,3045 số 5 thuộc hàng?
A. Hàng phần mười
B. Hàng phần trăm
C. Hàng phần nghìn
D. Hàng phần mười nghìn"
177,"7 tạ 50 kg = ….. kg. Số thích hợp cần điền vào chỗ chấm là?
A. 750
B. 7 500
C. 7 050
D. 5 070"
1776,"Trung bình cộng hai số là 160, biết số lớn hơn số bé là 20. Tìm hai số đó.
A. 180 và 140
B. 170 và 150
C. 30 và 50
D. 90 và 70"
1778,"Từ 100 đến 1 000 có tất cả bao nhiêu số tròn trăm?
A. 9 số
B. 10 số
C. 11 số
D. 12 số"
178,"72 là hiệu của?
A. 65 và 7
B. 91 và 19
C. 80 và 22
D. 46 và 26"
1780,"Từ 300 đến 400 có tất cả bao nhiêu số tròn chục?
A. 9 số
B. 10 số
C. 11 số
D. 12 số"
1784,"Từ các số 5, 2, 7, 0, 6 lập được bao nhiêu số có 5 chữ số khác nhau mà chữ số hàng chục của số đó bằng 2 và chữ số hàng đơn vị bằng 6?
A. 3 số
B. 6 số
C. 4 số
D. 5 số"
1785,"Từ các thẻ số 6, 9, 5, 0, 0 có thể ghép được bao nhiêu số tròn trăm có 5 chữ số?
A. 4 số
B. 5 số
C. 6 số
D. 7 số"
1787,"Tú về quê thăm ông bà từ ngày 26 tháng 5 đến ngày 2 tháng 6. Thời gian Tú về quê với ông bà là?
A. 5 ngày
B. 6 ngày
C. 7 ngày
D. 8 ngày"
179,"720 000cm2 = …m2?
A. 72
B. 720
C. 7200
D. 7,2"
1791,"Vì bị ốm nên Mai xin phép cô giáo nghỉ học từ ngày 30 tháng 10 đến hết ngày 1 tháng 11 cùng năm. Số ngày Mai xin nghỉ học là?
A. 2 ngày
B. 3 ngày
C. 4 ngày
D. 5 ngày"
1792,"Viết $\frac{6}{100}$ dưới dạng số thập phân ta được?
A. 0,6
B. 0,06
C. 0,006
D. 0,60"
18,"Một ô tô dự định đi hết quãng đường AB dài 300km. Ô tô đó đi với vận tốc 60km/giờ và đã đi được 212 giờ. Hỏi ô tô đã đi được bao nhiêu phần trăm quãng đường AB?
A. 55%
B. 50%
C. 45%
D. 60%"
180,"75% của 392 là?
A. 294
B. 433,2
C. 522,66
D. 249,7"
1800,"Vườn cây ăn quả nhà An có 54 cây bưởi. Bố An trồng thêm 32 cây bưởi nữa. Số cây bưởi nhà An có tất cả là?
A. 22 cây
B. 21 cây
C. 87 cây
D. 86 cây"
1806,"Xưởng sản xuất của bác Nam cần lắp đặt 3 000 chiếc ghế. Mỗi chiếc ghế cần dùng 8 chiếc đinh vít nhưng xưởng của bác mới chỉ có 15 700 chiếc đinh vít. Vậy số đinh vít xưởng sản xuất của bác Nam còn thiếu là?
A.8 300 chiếc
B.2 400 chiếc
C.7 500 chiếc
D.9 200 chiếc"
181,"7740 : 36 = ?
A. 214 ( dư 36 )
B. 215
C. 2141
D. 213 (dư 72)"
182,"78% = …….. Số thích hợp để điền vào chỗ chấm là?
A. $\frac{78}{10000}$
B. $\frac{78}{1000}$
C. $\frac{78}{100}$
D. $\frac{78}{10}$"
183,"79 là số liền trước của?
A. 78
B. 80
C. 81
D. 77"
184,"7cm2 9mm2 = ....... cm2 số thích hợp viết vào chỗ chỗ chấm là?
A. 79
B. 790
C. 7,09
D. 7900"
185,"7hm 3dam = ………m. Số thích hợp điền vào chỗ trống là?
A. 73m
B. 730m
C. 703m
D. 370m"
186,"8 dm2 15 cm2 = ….. cm2. Số thích hợp để điền vào chỗ chấm là?
A. 815
B. 8 015
C. 8 150
D. 81 500"
187,"8 km2 325 dam2 = …… m2. Số thích hợp điền vào chỗ trống là?
A. 8032500
B. 803250
C. 8325000
D. 832500"
188,"8 là thương của hai số nào?
A. 16 và 2
B. 35 và 5
C. 12 và 2
D. 45 và 5"
189,"8 là tích của hai số nào?
A. 2 và 5
B. 4 và 2
C. 5 và 3
D. 5 và 1"
19,"Ngày thứ nhất chú Tài thu mua được 1 350 kg phế liệu, ngày thứ hai thu mua được nhiều hơn ngày thứ nhất 580 kg phế liệu. Vậy sau hai ngày chú Tài thu mua được số ki-lô-gam phế liệu là?
A. 1 930kg
B. 3 280 kg
C. 1 830kg
D. 2 280 kg"
190,"80% của x bằng 400 thì x bằng?
A. 320
B. 500
C. 520
D. 550"
191,"839 tạ = … tấn là?
A. 83,9
B. 839
C. 8,39
D. 0,839"
192,"84 có số liền sau là?
A. 83
B. 82
C. 85
D. 86"
193,"87 cm2 6 mm2 = … cm2 Số thích hợp để viết vào chỗ chấm là?
A. 876
B. 87,6
C. 87,06
D. 87,006"
194,"9 là thương của hai số nào?
A. 35 và 5
B. 18 và 2
C. 40 và 5
D. 12 và 2"
195,"9 tạ 15kg = ... tạ là?
A. 915
B. 9015
C. 91,5
D. 9,15"
196,"902 km2 = ............m2. Số thích hợp để viết vào chỗ chấm là?
A. 9 002 000 m2
B. 92 000 000 m2
C. 902 000 000 m2
D. 9 020 000 m2"
197,"99 là số liền trước của?
A. 97
B. 100
C. 98
D. 96"
198,"9m 2cm = .......cm.
A. 92
B. 902
C. 920
D. 9002"
199,"9m 6dm = … cm?
A. 9600cm
B. 96cm
C. 906cm
D. 960cm"
2,"“1 giờ 25 phút = ……..phút”. Số thích hợp điền vào chỗ chấm là?
A. 85
B. 125
C. 49
D. 1,25"
20,"Nhà An cách nhà Vân 800 m. Nhà Bình ở giữa, cách đều nhà An và nhà Vân. Vậy nhà Bình cách nhà An là?
A. 400 m
B. 1 600 m
C. 600 m
D. 300 m"
200,"An có 24 nhãn vở, An có ít hơn Bình 7 nhãn vở. Hỏi Bình có bao nhiêu nhãn vở?
A. 31 nhãn vở
B. 30 nhãn vở
C. 14 nhãn vở"
201,"An có nhiều con tem hình vuông cạnh 2 cm. An muốn xếp các con tem đó lên tấm bìa hình chữ nhật dài 10 cm và rộng 6 cm. Số con tem An có thể xếp lên tấm bìa đó là?
A. 15 con tem
B. 16 con tem
C. 14 con tem
D. 13 con tem"
202,"An đang nghĩ đến một số có hai chữ số mà số chục là số lớn nhất có một chữ số và số đơn vị là số nhỏ nhất có một chữ số. Số An đang nghĩ đến là?
A. 19
B. 99
C. 90
D. 91"
203,"An đi khám răng vào ngày 29 tháng 8. Bác sĩ hẹn An đi khám lại ngày 5 tháng 9. Vậy An sẽ đi khám lại sau số ngày là?
A. 5 ngày
B. 6 ngày
C. 7 ngày
D. 8 ngày"
204,"An đọc một quyển sách trong 2 ngày. Ngày thứ nhất An đọc được 1/7 quyển sách, ngày thứ hai An đọc được 3/14 quyển sách. Hỏi trong 2 ngày An đọc được bao nhiêu phần quyển sách?
A. 4/21
B. 5/14
C. 2/7
D. 4/14"
205,"An muốn qua nhà Bình để cùng Bình đến chơi nhà Cường. Từ nhà An đến nhà Bình có bốn con đường đi, từ nhà Bình đến nhà Cường có 6 con đường đi. Hỏi An có bao nhiêu cách chọn đường đi đến nhà Cường?
A. 16
B. 10
C. 24
D. 36"
206,"An rót nước từ bình ra cốc uống. Mẹ nhắc An cẩn thận vì nước trong bình còn nóng. Nhiệt độ của nước trong bình khoảng?
A. 35 oC
B. 38 oC
C. 10 oC
D. 80 oC"
207,"Anh Sơn chia đều số mật ong thu hoạch được sáng nay vào 6 chai, mỗi chai đựng 1 500 ml mật ong. Vậy số mật ong anh Sơn thu hoạch được sáng nay là?
A. 1 506 ml
B. 1 600 ml
C. 9 000 ml
D. 6 000 ml"
208,"Anh Sơn đóng tất cả số ngô vừa thu hoạch được vào các bao tải thì được 5 bao to và 1 bao nhỏ. Mỗi bao to cân nặng 30 kg và bao nhỏ cân nặng 15 kg. Vậy anh Sơn thu hoạch được số ki-lô-gam ngô là?
A. 155kg
B. 105 kg
C. 50 kg
D. 165 kg"
209,"Ba tờ giấy bạc nào dưới đây có tổng số tiền bằng 60 000 đồng?
A. 3 tờ giấy bạc 10 000 đồng
B. 1 tờ giấy bạc 10 000 đồng và 2 tờ giấy bạc 20 000 đồng
C. 2 tờ giấy bạc 10 000 đồng và 1 tờ giấy bạc 20 000 đồng
D. 3 tờ giấy bạc 20 000 đồng"
21,"Phép chia 81 215 : 3 có số dư là?
A.1
B.2
C.3
D.4"
210,"Ba tờ giấy bạc nào dưới đây có tổng số tiền bằng 60000 đồng?
A. 3 tờ giấy bạc 10000 đồng
B. 1 tờ giấy bạc 10000 đồng và 2 tờ giấy bạc 20000 đồng
C. 2 tờ giấy bạc 10000 đồng và 1 tờ giấy bạc 20000 đồng
D. 3 tờ giấy bạc 20000 đồng"
211,"Bác An gửi tiết kiệm 20 000 000 đồng, sau một năm bác An lấy tiền gốc và lãi là 21 500 000 đồng. Lãi suất của ngân hàng là?
A. 6%
B. 7,5%
C. 6,5%
D. 7%"
212,"Bác Dậu nhận sửa một con đường. Ngày đầu bác sửa được $\frac{2}{3}$ con đường. Ngày thứ hai bác sửa được $\frac{1}{4}$ con đường. Sau hai ngày, bác Dậu còn phải sửa tiếp số phần con đường để xong cả con đường là?
A. $\frac{3}{7}$ (con đường)
B. $\frac{1}{12}$ (con đường)
C. $\frac{11}{12}$ (con đường)
D. $\frac{3}{8}$ (con đường)"
214,"Bạn Nam mang hai tờ tiền có mệnh giá 10 000 đồng đi mua bút chì. Bạn mua hết 15 000. Bạn Nam còn thừa ...………đồng.
A. 10 000 đồng
B. 5 000 đồng
C. 2 000 đồng
D. 1 000 đồng"
215,"Bảo có ít hơn An 15 viên bi. An cho bảo 4 viên. Lúc này, An có nhiều hơn Bảo số viên bi là?
A. 11 viên bi
B. 19 viên bi
C. 7 viên bi
D. 9 viên bi"
216,"Bây giờ là 16 giờ kém 10 phút. An và bố dự định cùng nhau đi thả diều khoảng 50 phút, sau đó sẽ về nhà. Vậy An và bố sẽ về nhà lúc?
A. 16 giờ 40 phút
B. 16 giờ 45 phút
C. 16 giờ rưỡi
D. 17 giờ"
217,"Biết 25% của một số bằng 250. Vậy 18% của số đó là?
A. 180
B. 200
C. 250
D. 320"
218,"Biết 40% của M là 8. Vậy giá trị của M là?
A. 10
B. 40
C. 20
D. 80"
219,"Biết 75% của một bao gạo là 37,5 kg gạo. Hỏi $\frac{3}{5}$ bao gạo đó là bao nhiêu kg?
A. 50kg
B. 1,5 kg
C. 15 kg
D. 30kg"
22,"Số bị chia là 40, số chia là 5. Vậy thương bằng?
A. 35
B. 45
C. 9
D. 8"
220,"Biết 95% của một số là 475, vậy $\frac{1}{5}$ của số đó là?
A. 19
B. 95
C. 100
D. 500"
221,"Biết hiệu bằng 17 500, số trừ bằng 40 500, số bị trừ là?
A. 57 000
B. 58 000
C. 23 000
D. 33 000"
222,"Biết hiệu bằng 3 525, số bị trừ bằng 6 370, số trừ là?
A. 3 855
B. 2 855
C. 2 845
D. 3 845"
223,"Biết hiệu là 245, số trừ là 162, số bị trừ là?
A. 83
B. 307
C. 407
D. 183"
224,"Biết hiệu là 3 400, số bị trừ là số nhỏ nhất có 5 chữ số, số trừ là?
A. 6 600
B. 7 600
C. 13 400
D. 10 000"
225,"Biết hiệu là 78, số bị trừ là 419, số trừ là?
A. 487
B. 441
C. 341
D. 497"
226,"Biết một số gồm năm mươi nghìn, hai nghìn, sáu trăm và 7 đơn vị. Số đó là?
A. 62607
B. 62670
C. 6267
D. 62067"
228,"Biết số bé bằng 7 và số bé bằng 1/3 số lớn. Số lớn bằng?
A. 21
B. 28
C. 35
D. 24"
229,"Biết số hạng thứ nhất là 8 000, tổng là 25 900, số hạng thứ hai là?
A. 33 900
B. 23 900
C. 17 900
D. 27 900"
23,"Số thích hợp điền vào chỗ chấm để ‘2,1 ha = ……m2” là?
A. 210
B. 21
C. 2100
D. 21 000"
230,"Biết số lớn hơn số bé 50 đơn vị và số bé bằng 2/7 số lớn. Tổng hai số là?
A. 90
B. 70
C. 50
D. 100"
231,"Biết thừa số thứ nhất là 6, tích là 12 120, thừa số thứ hai là?
A. 220
B. 72 720
C. 2 020
D. 2 200"
232,"Biết thừa số thứ nhất là 6, tích là 42, thừa số thứ hai là?
A. 7
B. 8
C. 6
D. 9"
233,"Biết thương bằng 4, số bị chia bằng 87 224, số chia là?
A. 21 301
B. 21 056
C. 21 806
D. 21 856"
234,"Biết thương bằng 8 400, số chia bằng 7, số bị chia là?
A. 1 200
B. 58 800
C. 56 800
D. 11 200"
235,"Biết thương là 6, số chia là 1 200, số bị chia là?
A. 200
B. 7 200
C. 1 206
D. 6 200"
236,"Biết thương là 6, số chia là 6 600, số bị chia là?
A. 1 100
B. 39 600
C. 6 606
D. 36 600"
237,"Biết thương là 7, số chia là 4, số bị chia là?
A. 24
B. 21
C. 11
D. 28"
238,"Biết tổng của hai số bằng 18, tỉ số giữa số thứ nhất và số thứ hai là 45. Giá trị của một phần bằng nhau là?
A. 3
B. 9
C. 2
D. 1"
239,"Biết x – 38,75 = 206,99. Giá trị của x là?
A. 244,64
B. 245,74
C. 254,74
D. 168,24"
24,"Thể tích của hình lập phương có cạnh 3,2cm là?
A. 30,768cm3
B. 31,768cm3
C. 32,768cm3
D. 33,768cm3"
240,"Biết x : 7 = 45 692. Giá trị của x là?
A. 319 834
B. 319 744
C. 319 844
D. 319 484"
241,"Biết x + 3,55 = 78,3. Giá trị của x là?
A. x = 74,75
B. x = 75,74
C. x = 77,55
D. x = 77,44"
242,"Bố An gói 10 cặp bánh chưng, sau đó chia đều cho 5 gia đình có hoàn cảnh khó khăn trong xóm. Số bánh chưng mỗi gia đình nhận được là?
A. 4 cái
B. 3 cái
C. 2 cái
D. 5 cái"
243,"Bố hơn con 30 tuổi. Tuổi con bằng $\frac{1}{6}$ tuổi bố. Hỏi bố bao nhiêu tuổi?
A. 34 tuổi
B. 36 tuổi
C. 6 tuổi
D. 16 tuổi"
244,"Bố Minh có một ao cá dạng hình vuông có cạnh dài 65 m. Bố dự định trồng một số cây vải xung quanh ao, các cây sẽ cách đều 5m. Vậy số cây bưởi bố Minh có thể trồng nhiều nhất là?
A. 13 cây
B. 26 cây
C. 52 cây
D. 65 cây"
245,"Bò nặng 2 tạ, con lợn nặng 2 yến, con hà mã nặng 2 tấn. Khẳng định sai là?
A. Con hà mã nặng nhất
B. Con bò nặng hơn con lợn
C. Con lợn nhẹ nhất
D. Cả ba con nặng bằng nhau"
246,"Bốn bạn làm bài kiểm tra. Mai làm hết $\frac{2}{3}$ giờ, Lan làm hết $\frac{1}{2}$ giờ, Huệ làm hết $\frac{2}{5}$ giờ, Thảo làm hết 26 phút. Bạn làm bài nhanh nhất là?
A. Mai
B. Lan
C. Huệ
D. Thảo"
247,"Buổi sáng, Nam học ở trường là từ 8 giờ đến 11 giờ. Vậy thời gian Nam học ở trường là?
A. 3 giờ
B. 4 giờ
C. 5 giờ
D. 6 giờ"
248,"Cả ngày xe đạp A đi được 7676m và xe đạp B đi được 8km. Hỏi quãng đường của xe đạp A hay xe đạp B đi được dài hơn?
A. Xe A
B. Xe B
C. Cả hai xe đi quãng đường bằng nhau"
249,"Các bạn của tổ Một xếp thành một hàng dọc, mỗi bạn cách nhau 2m. Bạn đứng đầu cách bạn đứng cuối 18 m. Tổ Một có số bạn là?
A. 16 bạn
B. 20 bạn
C. 9 bạn
D. 10 bạn"
25,"Trong phép chia dưới đây phép chia nào có thương lớn nhất?
A. 4,26 : 40
B. 42,6 : 0,4
C. 426 : 0,4
D. 426 : 0,04"
250,"Các góc nội tiếp chắn nửa đường tròn là?
A. Góc nhọn ;
B. Góc tù ;
C. Góc bẹt ;
D. Góc vuông ;"
251,"Các ngôi nhà trong khu phố nơi An và Bình sống nằm sát nhau. Mỗi ngôi nhà rộng 6 m. Nhà An cách nhà Bình 8 ngôi nhà. Vậy khoảng cách từ nhà An đến nhà Bình là?
A. 14 m
B. 20 m
C. 42 m
D. 48 m"
252,"Các ngôi nhà trong khu phố nơi Hà và An được xây sát nhau. Mỗi ngôi nhà rộng 4 m. Nhà Hà cách nhà An 9 ngôi nhà. Vậy khoảng cách từ nhà Hà đến nhà An là?
A. 13 m
B. 18 m
C. 27 m
D. 36 m"
253,"Các số 11, 7, 20, 15 sắp xếp theo thứ tự từ bé đến lớn là?
A. 7, 15, 20, 11
B. 20, 15, 11, 7
C. 7, 11, 15, 20
D. 11, 15, 20, 7"
